vuln_id,source,compiler,compiler_version,root_cause,impact,compilation_stage,description,fix_status,references,reported_time
apache/tvm#17561,GitHub Issue,TVM,v0.18.0,type system/type confusion issue,denial of service; reliability degradation,frontend/IR construction; graph optimization; lowering,"[Bug] v0.18.0 tir.UnrollLoop uses unbounded memory during compilation\nSteps to Reproduce: import tvm from tvm import tir from tvm.tir.analysis.analysis import verify_well_formed, verify_memory from tvm.script import tir as T @T.prim_func(private=True) def main(h1: T.handle, h2: T.handle, h3: T.handle, h4: T.handle): N = T.uint32(is_size_var=True) bi3 = T.match_buffer(h1, (N, N), ""int32"") bu3 = T.match_buffer(h2, (N, N), ""uint32"") bb3 = T.match_buffer(h3, (N, N), ""bool"") bf3 = T.match_buffer(h4, (N, N)) for b45 in T.unroll(T.max(T.uint32(1618984980), T.uint32(1747359052)), T.max(T.uint32(1618984980), T.uint32(1747359052)) + T.uint32(1077590990)): bf3[T.float32(0.7505693304727864), b45] = T.float32(0.88788715142083252) func = main mod = tvm.ir.IRModule({'main': func}) if not verify_well_formed(mod) and verify_memory(func): print(""Validation failed"") else: print(""Beginning Compilation"") with tvm.transform.PassContext(opt_level=4): nopt_mod = tvm.build(mod) print(""Success!"") Expected Behavior: Successful Compilation or a reason for why the compilation target is invalid Reality: Continuous compilation, with slowly increasing memory usage until a machine crash occurs When tested with tvm.transform.PassContext(opt_level=4, disabled_pass=[""tir.UnrollLoop""]) the compilation fails with exit code 1 and the following error message: Beginning Compilation Traceback (most recent call last): File ""reprod_without_unroll.py"", line 24, in <module> nopt_mod = tvm.build(mod) File ""/tvm/python/tvm/driver/build_module.py"", line 297, in build rt_mod_host = _driver_...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes unbounded memory usage during compilation, leading to a potential denial-of-service (DoS) vulnerability. The `tir.UnrollLoop` pass is identified as the cause, and disabling it prevents the crash. The error message indicates a check failure related to the buffer map size, suggesting a potential issue with memory management and allocation within the lo...",open,https://github.com/apache/tvm/issues/17561,2024-12-16T23:23:48Z
apache/tvm#17589,GitHub Issue,TVM,v0.18.0,shape inference error,denial of service; memory corruption; remote code execution,frontend/IR construction; graph optimization; lowering; backend,"[Bug][CodeGen] V 0.18.0 compilation after tir.Simplify causes Segmentation Faults\nEnvironment Information OS: Ubuntu 20.04 LTS Python: 3.10.4 TVM: v0.18.0 built from source with CPU only, no GPU usage in place Steps to Reproduce: import tvm from tvm import tir from tvm.tir.analysis.analysis import verify_well_formed, verify_memory from tvm.script import tir as T @T.prim_func def main(p0: T.Buffer((1, 4, 4, 512), ""float32""), T_relu: T.Buffer((1, 4, 4, 512), ""float32"")): T.func_attr({""from_legacy_te_schedule"": T.bool(True), ""hash"": ""8a54a445c9c66af6"", ""target"": T.target({""host"": {""keys"": [""cpu""], ""kind"": ""llvm"", ""mtriple"": ""x86_64-pc-linux-gnu"", ""tag"": """"}, ""keys"": [""cpu""], ""kind"": ""llvm"", ""mtriple"": ""x86_64-pc-linux-gnu"", ""tag"": """"}), ""tir.noalias"": T.bool(True)}) for ax0_ax1_fused in T.parallel(4): for ax2, ax3_outer in T.grid(4, 32): f6a = T.uint32() cse_var_1: T.int32 = T.max(-1390372897, T.Shuffle([T.Broadcast(T.Cast(""int32"", T.ldexp(T.Cast(""float32"", T.Shuffle([T.Broadcast(1845025892, 3)], [0])), T.Cast(""float32"", T.Shuffle([T.Broadcast(928309885, 3) - T.Broadcast(-929172350, 3)], [2])))), 3), T.Broadcast(1237026474, 4) // T.Broadcast(-136990005, 4) * T.min(T.Broadcast(2087815492, 4), T.Broadcast(73625980, 4)), T.Broadcast(-1604583078, 3), T.Broadcast(T.Cast(""int32"", T.nextafter(T.Cast(""float32"", T.Shuffle([T.Broadcast(-1615280813, 2)], [0])), T.Cast(""float32"", T.Shuffle([T.Broadcast(217806831, 2)], [1])))), 2), T.min(T.Cast(""int32x3"", T.max(T.Broadcast(T.fabs(T.Shuffle([T.Broadcast(T.float32(0.18184940914562642), 3)], [2])), 3), T.truncmod(T.max(T....\n```json\n{\n ""security_related"": true,\n ""reason"": ""Segmentation faults can be indicative of memory safety issues, potentially leading to exploitable vulnerabilities like buffer overflows or use-after-free. While this issue may be a bug in the compiler or code generation process, the potential for memory corruption warrants investigation from a security perspective.""\n}\n```",open,https://github.com/apache/tvm/issues/17589,2025-01-13T23:09:24Z
apache/tvm#17590,GitHub Issue,TVM,v0.18.0,type system/type confusion issue,denial of service; remote code execution,frontend/IR construction; graph optimization; lowering; backend,"[Bug][CodeGen] V 0.18.0 compilation after tir.InjectSoftwarePipeline causes Segmentation Fault\nExpected behavior Successful Compilation or a reason for why the compilation target is invalid Actual behavior Segmentation Fault Environment OS: Ubuntu 20.04 LTS Python: 3.10.4 TVM: v0.18.0 built from source with CPU only, no GPU usage in place Steps to reproduce import tvm from tvm import tir from tvm.tir.analysis.analysis import verify_well_formed, verify_memory from tvm.script import tir as T @T.prim_func def tvmgen_default_fused_add_6(p0: T.Buffer((1, 64, 32, 32), ""float32""), p1: T.Buffer((64, 1, 1), ""float32""), T_add: T.Buffer((1, 64, 32, 32), ""float32"")): T.func_attr({""from_legacy_te_schedule"": T.bool(True), ""hash"": ""47763fd875dd0f0b"", ""target"": T.target({""host"": {""keys"": [""cpu""], ""kind"": ""llvm"", ""mtriple"": ""x86_64-pc-linux-gnu"", ""tag"": """"}, ""keys"": [""cpu""], ""kind"": ""llvm"", ""mtriple"": ""x86_64-pc-linux-gnu"", ""tag"": """"}), ""tir.noalias"": T.bool(True)}) for ax0_ax1_fused in T.parallel(64): for ax2, ax3_outer in T.grid(32, 2): a50 = T.float32() e47 = T.int32() d85 = T.float32() b06 = T.uint32() c94 = T.float32() c4a = T.uint32() cse_var_1: T.int32 = ax0_ax1_fused * T.Let(T.Cast(""int32"", T.acosh(T.Cast(""float32"", T.Let(T.min(704393518, T.Mul(1128758173, -304600591)) + T.Div(786621027, 154465473) - T.Sub(-1185977991, 741197984), where={c94: a50 - a50 + (a50 - (T.max(T.Let(a50, where={c4a: T.uint32(207842132)}), T.Cast(""float32"", -276537116) / a50) - T.truncmod(a50, a50) / T.ceil(T.truncmod(a50 - a50, T.float32(0.32240459004161348))))) + a50})))), where={a50: T.Shuffle([T.L...\n```json\n{\n ""security_related"": true,\n ""reason"": ""Segmentation faults can potentially be exploited to cause denial of service or, in some cases, lead to arbitrary code execution. The issue occurs during compilation after a specific transformation (tir.InjectSoftwarePipeline), suggesting a vulnerability in the compiler or code generation process. While not directly an exploit, it represents a cr...",open,https://github.com/apache/tvm/issues/17590,2025-01-13T23:11:34Z
apache/tvm#17647,GitHub Issue,TVM,v0.19.0,type system/type confusion issue,memory corruption,frontend/IR construction; graph optimization; lowering; backend,"[Bug] InternalError: Check failed: (!expr->struct_info_.defined()) is false: To ensure idempotency, the expression passed to UpdateStructInfo must not have any prior StructInfo. However, expression # from tvm.script import tir as T @T.prim_func(private=True)\nI try to quantizae llava-v1.6-34b python3 -m mlc_llm.build --model /data/models/mlc/dist/models/llava-v1.6-34b \ --quantization q4f16_ft \ --target cuda \ --use-cuda-graph \ --use-flash-attn-mqa \ --sep-embed \ --max-seq-len 256 --artifact-path /data/models/mlc/dist/llava-v1.6-34b/ctx256 \ --use-safetensors Expected behavior llava-v1.6-34b-q4f16_ft-cuda.so file is created in /data/models/mlc/dist/llava-v1.5-13b/ctx256/llava-v1.6-34b-q4f16_ft/ (/data/models/mlc/dist/llava-v1.5-13b/ctx256/llava-v1.6-34b-q4f16_ft/llava-v1.6-34b-q4f16_ft-cuda.so) Actual behavior Traceback (most recent call last): File ""/usr/lib/python3.10/runpy.py"", line 196, in _run_module_as_main return _run_code(code, main_globals, None, File ""/usr/lib/python3.10/runpy.py"", line 86, in _run_code exec(code, run_globals) File ""/usr/local/lib/python3.10/dist-packages/mlc_llm/build.py"", line 47, in <module> main() File ""/usr/local/lib/python3.10/dist-packages/mlc_llm/build.py"", line 43, in main core.build_model_from_args(parsed_args) File ""/usr/local/lib/python3.10/dist-packages/mlc_llm/core.py"", line 961, in build_model_from_args mod = mod_transform_before_build(mod, param_manager, args, model_config) File ""/usr/local/lib/python3.10/dist-packages/mlc_llm/core.py"", line 613, in mod_transform_before_build mod = fuse_split_rotary_embedding( File ""/usr/local/lib/python3.10/dist-packages/tvm/ir/transform.py"", line 238, in __call__ return _ffi_transform_api.RunPass(self, mod) File ""tvm/_ffi/_cython/./packed_func.pxi...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""InternalError: Check failed: (!expr->struct_info_.defined()) is false: To ensure idempotency, the expression passed to UpdateStructInfo must not have any prior Str...",open,https://github.com/apache/tvm/issues/17647,2025-02-13T07:55:59Z
apache/tvm#17744,GitHub Issue,TVM,v0.19.0,type system/type confusion issue,denial of service,graph optimization; lowering; backend,"[Bug] TVM cannot build the model correctly: InternalError: Check failed: value <= support::kMaxFloat16\nExpected behavior TVM should build the model correctly. Actual behavior Traceback (most recent call last): File ""/home/carla/Documents/test_tvm/0312/test_relax2.py"", line 81, in <module> ex = relax.build(tvm_model, target=""llvm"") ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/relax/vm_build.py"", line 259, in build return _vmlink( ^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/relax/vm_build.py"", line 154, in _vmlink lib = tvm.tir.build(tir_mod, target=target, pipeline=tir_pipeline) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/tir/build.py"", line 173, in build mod = pipeline(mod) ^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/ir/transform.py"", line 238, in __call__ return _ffi_transform_api.RunPass(self, mod) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 339, in tvm._ffi._cy3.core.PackedFuncBase.__call__ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 270, in tvm._ffi._cy3.core.FuncCall File ""tvm/_ffi/_cython/./packed_func.pxi"", line 259, in tvm._ffi._cy3.core.FuncCall3 File ""tvm/_ffi/_cython/./base.pxi"", line 185, in tvm._ffi._cy3.core.CHECK_CALL File ""/home/carla/Documents/tvm/python/tvm/_ffi/base.py"", line 468, in raise_last_ffi_error raise py_err File ""tvm/_ffi/_cython/./packed_func.pxi"", line 56, in tvm._ffi._cy3.core.tvm_callback File ""/home/carla/Documents/tvm/python/tvm/tir/pipeline.py"", line 122, in _pipeline mod = tvm....\n```json\n{\n ""security_related"": true,\n ""reason"": ""The error message \""Check failed: value <= support::kMaxFloat16 (261121 vs. 65504)\"" indicates a potential vulnerability related to handling of floating-point numbers. Specifically, a value exceeding the maximum representable value for float16 is causing a check to fail. This could lead to unexpected behavior, potentially exploitable if...",open,https://github.com/apache/tvm/issues/17744,2025-03-13T02:48:18Z
apache/tvm#17745,GitHub Issue,TVM,v0.19.0,type system/type confusion issue,denial of service,frontend/IR construction; graph optimization; lowering; backend,"[Bug] Constant folding cannot process onnx model correctly: InternalError: Check failed: pb->value != 0 (0 vs. 0) : Divide by zero\nExpected behavior TVM should build the model correctly. Actual behavior Traceback (most recent call last): File ""/home/carla/Documents/test_tvm/0312/test_relax2.py"", line 81, in <module> ex = relax.build(tvm_model, target=""llvm"") ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/relax/vm_build.py"", line 253, in build mod = relax_pipeline(mod) ^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/ir/transform.py"", line 238, in __call__ return _ffi_transform_api.RunPass(self, mod) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 339, in tvm._ffi._cy3.core.PackedFuncBase.__call__ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 270, in tvm._ffi._cy3.core.FuncCall File ""tvm/_ffi/_cython/./packed_func.pxi"", line 259, in tvm._ffi._cy3.core.FuncCall3 File ""tvm/_ffi/_cython/./base.pxi"", line 185, in tvm._ffi._cy3.core.CHECK_CALL File ""/home/carla/Documents/tvm/python/tvm/_ffi/base.py"", line 468, in raise_last_ffi_error raise py_err File ""tvm/_ffi/_cython/./packed_func.pxi"", line 56, in tvm._ffi._cy3.core.tvm_callback File ""/home/carla/Documents/tvm/python/tvm/relax/pipeline.py"", line 103, in _pipeline mod = seq(mod) ^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/ir/transform.py"", line 238, in __call__ return _ffi_transform_api.RunPass(self, mod) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 339, in tvm._ffi._cy3.core.PackedFuncBase.__call__ File ""tvm/_ffi/_cytho...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a divide-by-zero error during constant folding within the TVM compiler. While seemingly a functional bug, divide-by-zero errors can potentially be exploited to cause denial-of-service (DoS) by triggering crashes or unexpected behavior. The error occurs during the processing of an ONNX model,...",open,https://github.com/apache/tvm/issues/17745,2025-03-13T05:35:19Z
apache/tvm#17768,GitHub Issue,TVM,v0.19.0,type system/type confusion issue,denial of service; memory corruption; information leakage,graph optimization; lowering,"[Bug] LegalizeOps failed: InternalError: Check failed: (strides[i] < 0 ? (end_i <= begin_i) : (begin_i <= end_i)) is false\nExpected behavior TVM should build the model correctly. Actual behavior Traceback (most recent call last): File ""/home/carla/Documents/test_tvm/0321/test_relax2.py"", line 75, in <module> tvm_model = relax.transform.LegalizeOps()(tvm_model) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/ir/transform.py"", line 238, in __call__ return _ffi_transform_api.RunPass(self, mod) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 339, in tvm._ffi._cy3.core.PackedFuncBase.__call__ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 270, in tvm._ffi._cy3.core.FuncCall File ""tvm/_ffi/_cython/./packed_func.pxi"", line 259, in tvm._ffi._cy3.core.FuncCall3 File ""tvm/_ffi/_cython/./base.pxi"", line 185, in tvm._ffi._cy3.core.CHECK_CALL File ""/home/carla/Documents/tvm/python/tvm/_ffi/base.py"", line 468, in raise_last_ffi_error raise py_err File ""/home/carla/Documents/tvm/src/relax/transform/legalize_ops.cc"", line 398, in operator() mod = LegalizeMutator(mod, cmap, enable_warning).Transform(); ^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/src/relax/transform/legalize_ops.cc"", line 74, in tvm::relax::LegalizeMutator::Transform() auto updated_func = Downcast<Function>(this->VisitExpr(func)); ^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/src/relax/transform/legalize_ops.cc"", line 343, in tvm::relax::LegalizeMutator::VisitExpr_(tvm::relax::CallNode const*) Expr legalized = legalization_func(builder_, vis...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a check failure within the `strided_slice_with_axes` function, which is part of TVM's tensor operations. A failure in bounds checking during tensor slicing could potentially lead to out-of-bounds memory access, a critical security vulnerability. While the immediate error is a crash, the underlying ca...",open,https://github.com/apache/tvm/issues/17768,2025-03-21T05:49:40Z
apache/tvm#17798,GitHub Issue,TVM,v0.19.0,type system/type confusion issue,denial of service; memory corruption; remote code execution,frontend/IR construction; lowering; backend; runtime/execution,"[Bug] VerifyStream::Verify causes dereferencing an invalid pointer\nAs the title says. In particular the following statement in very_well_formed.cc Verify(it == currently_defined_.end() || redefine_is_allowed) << ""ValueError: "" << ""TIR is ill-formed, "" << ""due to multiple nested definitions of variable "" << var << "". It was first defined at "" << it->second << "", and was re-defined at "" << path; allows for the espression it->second to be evaluated even when it == currently_defined_.end(). This happens to me with MSVC 19.43.34808. Expected behavior it should not be dereferenced. Actual behavior it is dereferenced. Environment I am running: Windows 11 build 26100.3476 Python 3.11.0 LLVM 15.0.0 TVM commit 2c80e5c7a4d8d8c4125226beb16d792b964f3e5f Steps to reproduce Run the folowing script import tvm from tvm import relax from tvm.relax.frontend import nn from tvm import dlight as dl class MLPModel(nn.Module): def __init__(self): super().__init__() self.fc1 = nn.Linear(784, 256) self.relu1 = nn.ReLU() self.fc2 = nn.Linear(256, 10) def forward(self, x): x = self.fc1(x) x = self.relu1(x) x = self.fc2(x) return x mod, param_spec = MLPModel().export_tvm( spec={'forward': {'x': nn.spec.Tensor((1, 784), 'float32')}} ) zero_pipeline = relax.get_pipeline('zero') mod_op = zero_pipeline(mod) with tvm.target.Target('cuda'): gpu_mod = dl.ApplyDefaultSchedule( dl.gpu.Matmul(), dl.gpu.Fallback(), )(mod_op) exec = tvm.compile(gpu_mod, target='cuda') dev = tvm.device('cuda', 0) vm = relax.VirtualMachine(exec, dev) Triage needs-triage tir:analysis\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a dereference of an invalid pointer (`it->second` when `it == currently_defined_.end()`). This is a memory safety issue that could potentially lead to a crash, or, more seriously, be exploited to achieve arbitrary code execution. While the immediate impact is a crash, invalid memory access is a classic vulnerability.""\n}\n```",open,https://github.com/apache/tvm/issues/17798,2025-04-01T14:31:51Z
apache/tvm#17805,GitHub Issue,TVM,v0.18.0,type system/type confusion issue,unknown,frontend/IR construction; graph optimization; lowering; backend; runtime/execution,"[Bug] TVM MIPS32 .so Model Load Failure – ONNX Model Converted to MIPS32 Fails to Load with TVM Runtime\nExpected behavior I expect model.so (a TVM-compiled model for MIPS32) to be successfully loaded using dlopen or TVMModLoadFromFile on my MIPS32 development board, given that libtvm_runtime.so loads and runs correctly Actual behavior libtvm_runtime.so (v0.18.0) loads successfully on the MIPS32 board and executes basic runtime tests. However, model.so fails to load with dlopen: Failed to load: /path/to/model.so: cannot open shared object file: No such file or directory Same error occurs with TVMModLoadFromFile, even though the file exists at that path and has correct permissions. Environment Operating System: Host: Ubuntu 20.04, x86_64 Target: MIPS32-based development board TVM Version: v0.18.0 Compiler: Host: GCC (x86_64) Target: MIPS cross-compiler (mips-linux-gnu-gcc, GCC 7.2.0, glibc 2.29) TVM Build Configuration: x86_64 (Host) #build on x86 PC cd /path/to/tvm git checkout v0.18.0 mkdir build-x86_64 && cd build-x86_64 cmake -DCMAKE_BUILD_TYPE=Release -DUSE_LLVM=ON .. make -j4 Output: libtvm.so MIPS32 (Target) mips32el-toolchain.cmake.cmake set(CMAKE_SYSTEM_NAME Linux) set(CMAKE_SYSTEM_PROCESSOR mipsel) set(CMAKE_C_COMPILER /opt/mips-gcc720-glibc229/bin/mips-linux-gnu-gcc) set(CMAKE_CXX_COMPILER /opt/mips-gcc720-glibc229/bin/mips-linux-gnu-g++) set(CMAKE_FIND_ROOT_PATH_MODE_PROGRAM NEVER) set(CMAKE_FIND_ROOT_PATH_MODE_LIBRARY ONLY) set(CMAKE_FIND_ROOT_PATH_MODE_INCLUDE ONLY) #build on x86 PC cd /path/to/tvm git checkout v0.18.0 mkdir build-mips32 && cd build-mips32 cmake...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a failure to load a compiled model (.so file) on a target architecture (MIPS32). While the immediate symptom is a loading failure, this could potentially be exploited if a malicious ONNX model could be crafted to cause a vulnerability during the compilation or loading process. The fact that the runtime loads correctly b...",open,https://github.com/apache/tvm/issues/17805,2025-04-03T11:09:14Z
apache/tvm#17854,GitHub Issue,TVM,v0.20.0,type system/type confusion issue,denial of service; memory corruption; remote code execution,frontend/IR construction; lowering; backend; runtime/execution,"[Bug] [CUDA] TVM failes to compile onnx model with cuda 11.8: InternalError: Check failed: (entry->context_stack.top().same_as(*this)) is false:\nExpected behavior TVM should compile the model correctly with the CUDA backend. Actual behavior When compiling the model with the CUDA backend, TVM crashes as follows: Traceback (most recent call last): File ""/home/carla/Documents/test/test.py"", line 140, in check_correctness ex = tvm.compile(tvm_model, target=""cuda"") ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/driver/build_module.py"", line 104, in compile return tvm.relax.build( ^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/relax/vm_build.py"", line 259, in build return _vmlink( ^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/relax/vm_build.py"", line 154, in _vmlink lib = tvm.tir.build(tir_mod, target=target, pipeline=tir_pipeline) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/tir/build.py"", line 186, in build return tir_to_runtime(host_mod, device_mod_dict, target_host) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/tir/build.py"", line 96, in tir_to_runtime device_modules.append(codegen_build(device_mod, target)) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""/home/carla/Documents/tvm/python/tvm/tir/build.py"", line 80, in codegen_build return bf(mod, target) ^^^^^^^^^^^^^^^ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 339, in tvm._ffi._cy3.core.PackedFuncBase.__call__ File ""tvm/_ffi/_cython/./packed_func.pxi"", line 270, in tvm._ffi._cy3.core.FuncCall File ""tvm/_ffi...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a compilation error in CUDA code generation that could potentially lead to exploitable vulnerabilities. Specifically, the error message 'operand of \""*\"" must be a pointer but has type \""long long\""' suggests a type confusion or memory corruption issue during code generation, wh...",open,https://github.com/apache/tvm/issues/17854,2025-04-18T06:36:46Z
