vuln_id,compiler,compiler_version,vulnerability_type,root_cause,root_cause_detail,description,reported_time,reference
22604,openxla/xla,Before commit 09bb63e17b056199291337ac614dda254c769201,Improper Control of Compilation Availability,Memory Management Defects,"On CUDA PJRT/IFRT execution, donating the same buffer more than once (double donation) is not properly detected or prevented, leading to use-after-free/double-release of device buffer state and a resulting segmentation fault (crash) instead of a safe error.",double buffer donation triggers segfault on CUDA,2025-02-11T23:17:24Z,https://github.com/openxla/xla/issues/22604
24186,openxla/xla,Before commit 09c7a3b294eccafbf79c3ef64c92fef71dabb305,CWE-754: Improper Check for Unusual or Exceptional Conditions,Backend Inconsistencies,"The CPU backend lowering for HLO dynamic-update-slice does not correctly handle the interaction of sharding metadata with double-precision (f64) operands, leading to an internal compiler failure/crash during HLO-to-LLVM IR/code generation when presented with a crafted model using this op configuration.",dynamic-update-slice fails in combination with sharding and double precision,2025-03-25T19:49:49Z,https://github.com/openxla/xla/issues/24186
25172,openxla/xla,Before commit 044278c8112dacf43cb130072c2275a0da509eb4,Improper Control of Compilation Availability,Memory Management Defects,"The runtime client mishandles PJRT event objects (e.g., not waiting, not retaining, or using events after completion/free), failing to properly validate and enforce event state/lifetime invariants. This can lead to use-after-free–like behavior, crashes, and potential memory corruption when adversarial or malformed execution sequences trigger unexpected event ordering or premature destruction.",PjRtCApiClient doesn't use events properly,2025-04-14T11:57:57Z,https://github.com/openxla/xla/issues/25172
25487,openxla/xla,Before commit 0326c91cfa5064977da1b86831addb96b47f5fb6,Improper Control of Compilation Availability,IR Transformation Errors,"The StableHLO/CHLO `top_k` op is lowered in a way that sorts the entire input array rather than using a selection/partial-sort strategy, allowing crafted large tensors or large-k configurations to trigger excessive time/memory usage (resource exhaustion) during compilation or GPU backend codegen.",XLA sorts the entire array for `chlo.top_k`,2025-04-21T19:08:22Z,https://github.com/openxla/xla/issues/25487
25747,openxla/xla,Before commit 005deef50a5e68437f4da0fa7ed5b355090a7f07,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"During HLO lowering / scheduling-annotation processing, the runtime hits an UNIMPLEMENTED path when encountering annotation groups with gaps, causing a hard failure (XlaRuntimeError) instead of gracefully rejecting or handling the input, enabling a crafted model/HLO to reliably crash compilation/execution.",jaxlib.xla_extension.XlaRuntimeError: UNIMPLEMENTED: Support for annotation groups with gaps doesn't exist yet,2025-04-25T22:16:30Z,https://github.com/openxla/xla/issues/25747
26766,openxla/xla,Before commit 041b0b788d03ce962fc08e945ad1a7537e486b5a,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"During HLO layout assignment/propagation, XLA propagates a layout computed for a 3D tensor onto a 2D tensor without validating rank/shape compatibility, leading to an internal inconsistency that can trigger a compiler crash when processing crafted HLO graphs.",XLA incorrectly propagates a layout from a 3D tensor to a 2D tensor,2025-05-20T17:08:10Z,https://github.com/openxla/xla/issues/26766
27322,openxla/xla,Before commit 004536ff5653df229355765076cc39ee45eb5803,Improper Control of Compilation Availability,IR Transformation Errors,"The HLO horizontal loop fusion/copy fusion optimization can fuse loops in a way that dramatically increases intermediate buffer sizes (order-of-magnitude memory blowup), enabling crafted HLO/models to trigger excessive memory allocation leading to resource exhaustion and potential compiler/runtime crashes.",Horizontal loop fusion can increase memory consumption by order of magnitude,2025-06-02T12:14:09Z,https://github.com/openxla/xla/issues/27322
27446,openxla/xla,Before commit 07732b4715852792d22152f188332f6ada9e15a1,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"During MLIR optimization in the GPU lowering pipeline, folding/canonicalization of a convolution with reverse generates a malformed `xla.apply_indexing` op (invalid indexing map/attributes), which later causes GPU compilation to fail/crash. A crafted model using convolution+reverse can reliably trigger the compiler failure, impacting compilation availability.",GPU compilation failure due to busted `xla.apply_indexing` from `convolution` with `reverse`,2025-06-04T18:27:43Z,https://github.com/openxla/xla/issues/27446
28005,openxla/xla,Before commit 01a9c7873c1c237723e4b02dcd2dc86ae0eabec7,CWE-754: Improper Check for Unusual or Exceptional Conditions,Backend Inconsistencies,"The GPU collective performance modeling logic can be driven into an invalid state by certain collective configurations/shapes, leading to a backend/codegen crash during scheduling/optimization decisions (availability impact via compiler crash).",Gpu collective performance model bug,2025-06-18T20:54:07Z,https://github.com/openxla/xla/issues/28005
28159,openxla/xla,Before commit 0713b9d549f0f08280bceb254bcd02f65e37de73,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The runtime profiling/trace I/O path uses an integer type/accumulator that can overflow on 64-bit systems when a very large number of profiling events are recorded, leading to crash or severe reliability degradation triggered by adversarially large event volumes.",Profiling lots of events causes integer overflow on 64 bit systems,2025-06-24T09:32:51Z,https://github.com/openxla/xla/issues/28159
28959,openxla/xla,Before commit 08dfccaf2e23897243adbd364d54b8b858c8fcb4,Improper Control of Compilation Availability,Backend Inconsistencies,"During GPU backend autotuning, the compiler assumes a real, responsive GPU execution environment; when GPU interactions are mocked, the autotuning path can block indefinitely (e.g., waiting for device/stream/event completion or timing results that never arrive), causing a compiler hang and loss of compilation availability.",GPU mocking hangs the compiler (in autotuning),2025-07-16T09:21:23Z,https://github.com/openxla/xla/issues/28959
30134,openxla/xla,Before commit 13ec2902df37a700ae89e65026dc776fec2dcff3,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"HloEvaluator crashes when evaluating HLO containing a dynamic loop, indicating missing handling and/or validation for dynamic loop semantics in the IR interpreter path, allowing a crafted model/program to trigger a denial-of-service via crash.",Bug: HloEvaluator cannot work with dynamic loop,2025-08-12T16:05:10Z,https://github.com/openxla/xla/issues/30134
31344,openxla/xla,Before commit 06509f6c0965541aaecb8c0cea2afe1cfd82caad,Improper Control of Compilation Availability,Backend Inconsistencies,"The report indicates a ROCm-specific failure in PjRt multi-replica execution (launch/synchronization) that can lead to crashes or excessive resource use, impacting availability. No evidence is provided of incorrect results or memory-safety beyond availability loss, but the stated impact matches a DoS-style availability issue.",fix rocm7.0.2 test on TransformerEngine branch release_v2.1_rocm,2025-09-15T08:47:02Z,https://github.com/openxla/xla/issues/31344
32222,openxla/xla,Before commit 204266d22b9a59d03bffccb9480522a4b7875594,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"A newly inserted HLO verifier between pre-scheduling and post-scheduling enforces invariants that are not valid for mixed-precision HLO at that pipeline point, causing verifier failure/crash and breaking compilation (availability impact) for certain valid mixed-precision models.",HLO verifier added between pre-scheduling and post-scheduling pipeline breaking compilation with mixed precision,2025-10-03T20:44:18Z,https://github.com/openxla/xla/issues/32222
32385,openxla/xla,Before commit 09c408a4f7299285f8a4c550083832b12e8ab9bd,CWE-754: Improper Check for Unusual or Exceptional Conditions,Backend Inconsistencies,"The GPU runtime path for jax.nn.dot_product_attention relies on cuDNN execution plan selection; on CUDA 13 this selection can fail in an unhandled way, leading to a crash instead of gracefully falling back or reporting a recoverable error. A crafted model/input that triggers this attention path can therefore cause denial of service via runtime crash.",CUDNN jax.nn.dot_product_attention fails on CUDA 13,2025-10-08T00:04:07Z,https://github.com/openxla/xla/issues/32385
32426,openxla/xla,Before commit 09c408a4f7299285f8a4c550083832b12e8ab9bd,Improper Control of Compilation Availability,Invariant Violations,"The runtime (PjRt/ThunkExecutor scheduling) can execute synchronous Python callbacks from a thread different from the one that initiated the call, violating Python callback/threading assumptions and leading to crashes or pathological blocking/resource exhaustion (e.g., deadlock or runaway thread contention) when triggered by crafted execution schedules/models.",Synchronous Python callbacks from non-calling thread,2025-10-08T17:22:49Z,https://github.com/openxla/xla/issues/32426
32635,openxla/xla,Before commit 004608e9451980c2bb479ac220a7b2b80e70db7d,CWE-754: Improper Check for Unusual or Exceptional Conditions,Backend Inconsistencies,"A crafted or otherwise valid 4D convolution HLO triggers a crash during HLO-to-MLIR GPU emission and/or subsequent MLIR canonicalization/folding, indicating missing defensive checks/robust handling of an unusual convolution configuration and resulting in a compiler denial-of-service (availability) via crash.",Crash in MLIR emitters for 4D convolution,2025-10-13T16:05:11Z,https://github.com/openxla/xla/issues/32635
32845,openxla/xla,Before commit 02dcd87e287f257b60102052caa9bf3c734b9360,CWE-617: Reachable Assertion,Invariant Violations,"The IR verifier (HLO verifier) contains an internal check/assertion that is reachable when a CollectivePermute involves mixed floating-point precisions in a multi-GPU setting. Instead of gracefully rejecting/normalizing the IR or emitting a diagnostic, the verifier fails (crashes), allowing a crafted model/HLO module to trigger a denial-of-service during compilation/verification.",Verifier failure on collective permute with mixed floating point precision (on multi-GPU),2025-10-17T15:35:22Z,https://github.com/openxla/xla/issues/32845
250,pytorch/glow,Before commit 014f8779ddd0925ecaeac72224dd42c4eb819759,CWE-20: Improper Input Validation,Invariant Violations,"The runtime does not properly detect/handle the exceptional condition of calling runBatch on a network compiled in Infer mode, leading to a crash/undefined error instead of a clear, safely handled failure. A crafted or mismatched model/execution configuration can trigger this availability-impacting failure.",ExecutionEngine.runBatch fails with weird error when it's run on a network compiled with Infer mode,2018-01-11T06:51:38Z,https://github.com/pytorch/glow/issues/250
366,pytorch/glow,Before commit 29735c964bd0d6ee544bae41483976511e3928f8,Improper Control of Compilation Availability,Memory Management Defects,"In readPngImage(), when PNG decoding/reading fails, allocated resources are not released (missing cleanup/free on failure), causing a memory leak that can be triggered repeatedly with malformed/unreadable images, leading to resource exhaustion and degraded runtime availability.",readPngImage() leaks memory when image fails to read,2018-01-26T17:58:39Z,https://github.com/pytorch/glow/issues/366
1076,pytorch/glow,Before commit 3e19f4ed53d8e20f048d7c07d3b8432cfcabd67f,CWE-704: Incorrect Type Conversion or Cast,Backend Inconsistencies,"The OpenCL backend generates a kernel signature that includes (or nests) the host-specific type `size_t`, which is disallowed for `__kernel` arguments in the targeted OpenCL C environment. This causes `clBuildProgram` to fail during kernel compilation/setup, leading to a crash/denial of service when compiling or running affected models.","[OpenCL] clBuildProgram Failed. __kernel function cannot have argument whose type is, or contains, type size_t.",2018-05-24T17:29:04Z,https://github.com/pytorch/glow/issues/1076
1157,pytorch/glow,Before commit 0639b62e49048ce41b3baa96ab3a2ede3babcfff,Improper Control of Compilation Availability,Memory Management Defects,"Compiling the ResNet-50 example triggers a segfault during code generation, indicating the backend can generate incorrect/unsafe code leading to crashes and potential memory corruption from a crafted model/program.",Resnet 50 example segfault,2018-06-20T16:39:51Z,https://github.com/pytorch/glow/issues/1157
1255,pytorch/glow,Before commit 012e89567174d4760f66d7a4cc617a11091532a4,Improper Control of Compilation Availability,Memory Management Defects,"The OpenCL backend fails to correctly release allocated GPU/host resources during runtime execution, causing memory usage to grow over time and enabling resource exhaustion (availability impact) when running models repeatedly or with crafted workloads.",OpenCL backend leaks memory,2018-07-11T17:38:37Z,https://github.com/pytorch/glow/issues/1255
1474,pytorch/glow,Before commit 2641119b4238a31624239e3794911c74232e3351,Incorrect Preservation of Model Semantics,Numerical Computing Defects,"The quantization flow (profile generation/loading) does not correctly account for broadcasted tensor shapes when computing/applying quantization parameters, which can yield inconsistent inference results and may also trigger crashes due to mismatched assumptions about tensor dimensions.",Potential problem in the quantization flow in case of broadcasting,2018-08-17T10:03:20Z,https://github.com/pytorch/glow/issues/1474
1492,pytorch/glow,Before commit 0f3eb1ed8636e5a3a85ad8b933e6a0835bd8a6dd,Improper Control of Compilation Availability,Memory Management Defects,"ConcatNode::getInputName() returns a const reference to a temporary std::string, leaving callers with a dangling reference. Subsequent use can trigger use-after-free/undefined behavior leading to memory corruption and crashes during IR/graph metadata access.",`ConcatNode::getInputName()` returns a reference to temporary string.,2018-08-21T10:22:32Z,https://github.com/pytorch/glow/issues/1492
1512,pytorch/glow,Before commit 0e541f8b9c300ec717c102f7bcc2f6bf0bbb08ff,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Glow's quantization strategy for Softmax can produce inconsistent or incorrect inference outputs versus the expected floating-point semantics, indicating a semantic mismatch introduced during IR/type inference/verification and quantized lowering rather than a hard crash.",[RFC] Softmax quantization problematic,2018-08-23T11:56:34Z,https://github.com/pytorch/glow/issues/1512
1517,pytorch/glow,Before commit 0e541f8b9c300ec717c102f7bcc2f6bf0bbb08ff,CWE-20: Improper Input Validation,Invariant Violations,"The issue describes that malformed or invalid graphs are not robustly detected/handled with proper error reporting, leading to crashes (and potentially inconsistent inference behavior) when adversarial or malformed model graphs reach IR verification/front-end validation instead of being safely rejected.","[RFC] Error reporting, malformed graph, and general resilience",2018-08-23T19:30:24Z,https://github.com/pytorch/glow/issues/1517
1580,pytorch/glow,Before commit 07723af2d5ff92e652ae6a8f436ff0c94c0a9d7b,CWE-20: Improper Input Validation,Invariant Violations,"The ONNX frontend/importer in Glow (prior to commit 07723af2d5ff92e652ae6a8f436ff0c94c0a9d7b) can be driven to crash when loading certain PyTorch-generated ONNX graphs, indicating missing robustness checks/handling for unexpected ONNX node/attribute/value combinations during model import, resulting in a denial-of-service via crafted model input.",Pytorch generated ONNX graph with GLOW,2018-09-04T21:12:54Z,https://github.com/pytorch/glow/issues/1580
1736,pytorch/glow,Before commit 14cd64d0df273a599b72e46530342f6be1daa041,CWE-617: Reachable Assertion,Invariant Violations,"The ONNX loader can be driven by a crafted/invalid ONNX model into an out-of-range access (Index >= Length), triggering an internal assertion (""Invalid index!"") and crashing the compiler during model import, indicating insufficient input validation before indexing.","Assertion failed: (Index < Length && ""Invalid index!"") when testing glow using onnx",2018-09-28T00:16:10Z,https://github.com/pytorch/glow/issues/1736
1750,pytorch/glow,Before commit 14cd64d0df273a599b72e46530342f6be1daa041,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"Saving the MNIST example as a bundle triggers a crash in the LLVM IR generation/bundle saving path due to missing/incorrect handling of an exceptional state (e.g., unsupported configuration or invalid internal assumptions), causing compilation to terminate instead of failing gracefully.",Error when saving mnist example as bundle,2018-09-29T18:14:09Z,https://github.com/pytorch/glow/issues/1750
1755,pytorch/glow,Before commit 28012c8e495e3c8fa1fffbd0fdfd47abff3f5c90,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"The ONNXIFI/ONNX-to-Glow IR translation path can be driven into a crash by certain ONNX test cases, indicating missing robustness checks/handling for unusual or unsupported graph/operator attributes during model import, resulting in a denial-of-service condition (compiler/runtime availability loss).",[ONNXIFI] Crashes on several onnx test cases.,2018-10-01T18:04:42Z,https://github.com/pytorch/glow/issues/1755
1800,pytorch/glow,Before commit 1da1109b4f1264ec1cc21bf9af949d9f0ddcf03c,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"In Glow versions before commit 1da1109b4f1264ec1cc21bf9af949d9f0ddcf03c, the bundle (AOT) generation path is broken and can crash during code generation, indicating missing validation/robust handling of bundle-specific assumptions and exceptional cases, allowing crafted models/configurations to trigger a compiler availability failure.",[bundles] Bundles are broken,2018-10-04T23:49:09Z,https://github.com/pytorch/glow/issues/1800
1973,pytorch/glow,Before commit 1f36190408645c2f325d966f8ed2667dcf7c4b45,CWE-617: Reachable Assertion,Invariant Violations,"A crafted or malformed ONNX/Protobuf model can trigger an internal assertion failure during frontend/model import (ModelRunner/ProtobufLoader), causing the compiler/runtime to abort and crash instead of handling the condition gracefully.",ModelRunner failing assertion,2018-11-07T22:17:04Z,https://github.com/pytorch/glow/issues/1973
1992,pytorch/glow,Before commit 3369d9ca8dcca370d3381f0288d68a121d319e50,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"A recent refactor caused the `-convert-inout-to-fp16` graph-construction/frontend transformation to run in an invalid order or with unmet prerequisites, leading to a crash when loading/constructing the model graph with this flag enabled.",[ImageClassifier] Broken `-convert-inout-to-fp16` due to recent refactoring,2018-11-08T23:45:37Z,https://github.com/pytorch/glow/issues/1992
2026,pytorch/glow,Before commit 1b71b300fa3cad63a5ef63059bb31e37c8361201,CWE-20: Improper Input Validation,Invariant Violations,"The ONNXIFI interface layer fails to properly validate/recognize invalid or stale IDs (e.g., backend/graph/event handles), allowing crafted or incorrect IDs to reach runtime code paths that assume validity, leading to a crash.",[ONNXIFI] onnxifi interface implementation can't identify invalid IDs,2018-11-15T00:24:21Z,https://github.com/pytorch/glow/issues/2026
2059,pytorch/glow,Before commit 032a61ae8e4917ad7e172d7d87feeed70abed448,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The CPU backend FunctionSpecializer performs arithmetic on sizes/offsets/costs using insufficiently wide integer types or without overflow checks, allowing crafted models/tensor shapes to trigger overflow that leads to invalid memory/logic states and crashes (and potentially inconsistent inference behavior).",[Bug] Overflow in FunctionSpecializer,2018-11-20T03:28:28Z,https://github.com/pytorch/glow/issues/2059
2073,pytorch/glow,Before commit 6a3eb060dbdfb799a819a220310136c9526f2a6c,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Using the -ffast-math build flag enables non-IEEE floating-point optimizations (e.g., assuming no NaNs/Infs, reassociation), which can alter NaN propagation and comparison behavior at runtime, leading to inference result inconsistencies versus the original model semantics.",Issue using -ffast-math with NaN,2018-11-23T20:32:03Z,https://github.com/pytorch/glow/issues/2073
2104,pytorch/glow,Before commit 0463fc6f750c5727eb028aef8517c66196192234,Improper Control of Compilation Availability,Memory Management Defects,"The OpenCL runtime path leaks allocated resources (e.g., device buffers/contexts/command queues or related host-side objects) across executions, allowing crafted workloads or repeated runs to exhaust memory and eventually crash or hang the process, impacting inference availability.",[GLOW] Memory leaking in opencl and build issues,2018-11-30T17:37:17Z,https://github.com/pytorch/glow/issues/2104
2123,pytorch/glow,Before commit 018a598ff0a233f6e541918a5ce987325a516921,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"During runtime JIT execution/object emission, LLVM's GDBRegistrationListener is invoked more than once, triggering a fatal error/assertion (""Second attempt to perform debug registration"") and crashing the process. A crafted or repeated compilation/execution path can reach this condition, causing a denial-of-service via crash.","Error in LLVM GDBRegistrationListener.cpp: ""Second attempt to perform debug registration.""",2018-12-05T18:01:17Z,https://github.com/pytorch/glow/issues/2123
2135,pytorch/glow,Before commit 62ba53e93fa512c81745eec09b4f5a97861a3090,Improper Control of Compilation Availability,Others,"After a prior change (#2122), the text-translator path is broken, leading to a crash during frontend/model loading. This is an availability issue triggered by certain inputs/models rather than a correctness or memory-safety flaw described in the report.",text-translator is broken after #2122,2018-12-07T01:20:49Z,https://github.com/pytorch/glow/issues/2135
2165,pytorch/glow,Before commit 07a4327842e38af134b7a040d2ea49029748e8ce,Incorrect Preservation of Model Semantics,Numerical Computing Defects,"The early IR optimization pass folds Quantize(Constant) into a Constant before lowering, but this transformation is not semantics-preserving across later lowering/post-lowering quantization handling, leading to inference result inconsistencies due to mismatched quantization parameters/rounding behavior.",Delay the 'Quantize(Constant)->Constant' optim until after post-lowering.,2018-12-12T10:02:13Z,https://github.com/pytorch/glow/issues/2165
2187,pytorch/glow,Before commit 1e6499d1f2372b9973aa6e4e7dee0901822267d2,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"The ONNXIFI GraphAPI graph-construction functions lacked safe ""orErr"" variants, causing failures during model loading/graph creation to propagate as crashes instead of being handled and reported as recoverable errors, enabling denial-of-service via malformed or unexpected inputs.","[ONNXIFI][GraphAPI] Add ""orErr"" methods for graph creation api",2018-12-17T23:27:54Z,https://github.com/pytorch/glow/issues/2187
2188,pytorch/glow,Before commit 1e6499d1f2372b9973aa6e4e7dee0901822267d2,CWE-20: Improper Input Validation,Tensor Mapping Defects,"The ONNXIFI frontend model import path lacked sufficient validation/precondition checks on incoming model structures/attributes, allowing malformed or unexpected models to trigger crashes during loading, impacting compilation/inference availability.",[ONNXIFI] Add additional precondition checks to model loaders,2018-12-17T23:35:42Z,https://github.com/pytorch/glow/issues/2188
2189,pytorch/glow,Before commit 1e6499d1f2372b9973aa6e4e7dee0901822267d2,CWE-754: Improper Check for Unusual or Exceptional Conditions,Memory Management Defects,"The ONNXIFI frontend path (onnxInitGraph through HostManager::addNetwork) does not properly detect/propagate allocation failures, so a crafted or very large model can trigger out-of-memory leading to crashes or resource exhaustion instead of graceful failure.",[ONNXIFI] Handle out of memory errors in onnxInitGraph,2018-12-17T23:55:40Z,https://github.com/pytorch/glow/issues/2189
2195,pytorch/glow,Before commit 18b9de213115c8080edc63d29c009b24234a1c14,CWE-617: Reachable Assertion,Tensor Mapping Defects,"The ONNX operator loader asserts that the requested Reshape output size matches the input tensor size (TR->size() == input.getType()->size()) instead of validating the model and returning a recoverable error. A crafted/malformed ONNX model with an incompatible reshape triggers the assertion and crashes the compiler, impacting availability.","[ONNX] Assertion `TR->size() == input.getType()->size() && ""Reshape to a different size""' failed.",2018-12-18T16:02:56Z,https://github.com/pytorch/glow/issues/2195
2247,pytorch/glow,Before commit 0711bf3e9ad7602abc2beeb0619dbba3d12f547e,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"The ONNX importer/graph lowering path in Glow (prior to commit 0711bf3e9ad7602abc2beeb0619dbba3d12f547e) can generate Glow IR that is not semantically equivalent to the original ResNet50 ONNX model, producing inconsistent inference outputs across runs/models due to incorrect operator lowering/attribute handling during IR generation.",[model zoo] Different results running ResNet50 models,2019-01-09T10:33:14Z,https://github.com/pytorch/glow/issues/2247
2338,pytorch/glow,Before commit 3fddae49663c0807a3ce0171386be49e100d9a6a,CWE-754: Improper Check for Unusual or Exceptional Conditions,Numerical Computing Defects,"The quantization stage fails (crashes) when compiling the fr2en model in quantized mode, indicating missing/incorrect handling of a model pattern or operator during quantization that leads to a compiler/runtime abort and loss of availability.",Running fr2en quantized is broken,2019-02-04T17:45:58Z,https://github.com/pytorch/glow/issues/2338
2356,pytorch/glow,Before commit 2a37c5aa6ea12eb984c38796d8c1c543153460ff,Incorrect Preservation of Model Semantics,Memory Management Defects,"During IR optimization/memory planning, LocalResponseNormalization was incorrectly marked as in-place (src/dest aliasing), allowing the destination buffer to overwrite the source while it is still needed, producing inference result inconsistencies versus the original model.",LocalResponseNormalization src/dest should not be marked inplace,2019-02-06T16:16:35Z,https://github.com/pytorch/glow/issues/2356
2369,pytorch/glow,Before commit 4fae6b997aae05b96fec68c0ff6b400ae900342f,CWE-20: Improper Input Validation,Invariant Violations,"During frontend IR construction/type checking/validation, Glow can terminate the process (crash) when given certain user-provided inputs/models, indicating missing robustness checks and error handling that allows adversarial or malformed input to cause a denial of service.",Glow shouldn't crash the process upon user input,2019-02-10T01:05:16Z,https://github.com/pytorch/glow/issues/2369
2395,pytorch/glow,Before commit 9c2621f6f27f8f8bcd1069bca4bfc1752eb8b63c,Incorrect Preservation of Model Semantics,Numerical Computing Defects,"Running quantization after lowering changes how FullyConnected is represented/handled, leading to inconsistent or incorrect quantized inference results due to transformations that are not semantics-preserving under the later quantization pass.",Quantizing after lowering causes issues with FullyConnected,2019-02-14T10:40:51Z,https://github.com/pytorch/glow/issues/2395
2413,pytorch/glow,Before commit 39df50322d26dbd92a46199070ce6379927a2100,CWE-754: Improper Check for Unusual or Exceptional Conditions,Numerical Computing Defects,"A malformed or adversarial model graph that triggers Depthwise convolution after lowering can cause the quantization/profiling pipeline to mis-handle the lowered IR (e.g., unexpected node forms/shapes), leading to crashes or pathological resource consumption during graph transformation, impacting compilation/inference availability.",Quantizing/profiling after lowering and DepthWise convolution,2019-02-20T19:22:43Z,https://github.com/pytorch/glow/issues/2413
2432,pytorch/glow,Before commit 60b21bc6adb5444c079ac63899fcd037a57768dc,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The ONNX frontend/importer mishandles certain Pad operator inputs/attributes (as evidenced by failing ONNXImporterTest importPad expectations), leading to a crash during ONNX model import and thus a denial-of-service condition when compiling crafted ONNX models.",ONNXImporterTest importPad tests expected results?,2019-02-23T02:49:10Z,https://github.com/pytorch/glow/issues/2432
2460,pytorch/glow,Before commit 070917090b32239ae3fe83dab76d6ceb7b90b414,CWE-787: Out-of-bounds Write,Memory Management Defects,"The runtime/JIT execution on Windows can corrupt the stack in a spawned (child) thread, indicating an out-of-bounds write to stack memory (e.g., via incorrect buffer sizing/calling convention/stack allocation), leading to memory corruption and crashes triggered during execution.",Stack corruption in child thread on windows.,2019-02-27T22:01:08Z,https://github.com/pytorch/glow/issues/2460
2522,pytorch/glow,Before commit 685551aec412ae8bd4adc0b276d28d380f5d3f8f,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"In the Caffe2ModelLoader frontend, the inferred/output tensor shape for the C2 FC op is computed incorrectly during import/lowering, which can propagate wrong dimensions into subsequent nodes, causing inconsistent inference results and potentially triggering crashes when later passes/runtime assume the correct shape.",Need to output correct shape for C2 FC op,2019-03-12T08:48:07Z,https://github.com/pytorch/glow/issues/2522
2532,pytorch/glow,Before commit 65e7c58bf1dd916304e6f6a9fb18b8c4d084b95f,CWE-787: Out-of-bounds Write,Memory Management Defects,"In the ONNXIFI runtime/backend output handling path, Glow copies computed results into caller-provided output buffers without verifying that the destination tensor has sufficient size, allowing a crafted model or mismatched output metadata to trigger an out-of-bounds write leading to memory corruption or a crash.",[ONNXIFI] Check output tensor size before copying back results,2019-03-13T19:56:14Z,https://github.com/pytorch/glow/issues/2532
2537,pytorch/glow,Before commit 19da415cd9de2bc1e47e09e9629845ea9132a976,CWE-617: Reachable Assertion,Invariant Violations,"The ExecutionEngine/runtime triggers an LLVM assertion under certain execution/error-handling conditions, causing an immediate abort when LLVM is built with assertions, enabling a crafted model/program to crash the process (availability impact).",Crashes with LLVM built with assertions,2019-03-14T08:53:36Z,https://github.com/pytorch/glow/issues/2537
2557,pytorch/glow,Before commit 8cf8f8ee8c36c57f26e0d322c5058a183ba9493e,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"During Graph/IR construction, the compiler uses a fixed/limited pool (e.g., 10,000) of unique IDs for naming/identification; adversarially large models can exhaust this space, causing collisions and triggering a crash, impacting compilation availability.","10,000 unique ids is not enough",2019-03-16T00:29:26Z,https://github.com/pytorch/glow/issues/2557
2586,pytorch/glow,Before commit 0508b5074dec802735e7065bd38abbefc8bdbad8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"During quantization profiling/profile loading, the compiler attempts to open/read a quantization profile without first verifying that the profile path is provided and the file exists/is accessible, leading to a crash when the profile is absent or invalid.",Check for quantization profile before trying to open it,2019-03-24T21:16:17Z,https://github.com/pytorch/glow/issues/2586
2628,pytorch/glow,Before commit 0eb26508d1e1793da8c1e8281221f50b07338aa6,CWE-476: NULL Pointer Dereference,Memory Management Defects,"Calling handle.dump() can dereference a null/invalid internal buffer or type/shape metadata pointer during tensor/handle debug printing, leading to a segmentation fault and crash.",handle.dump() segfault ,2019-04-01T02:30:21Z,https://github.com/pytorch/glow/issues/2628
2681,pytorch/glow,Before commit 04eb321388f985da8bbf55917f982145fccbf49b,CWE-248: Uncaught Exception,Invariant Violations,"At runtime, HostManager triggers a std::function that has not been properly initialized (or has been moved-from), causing std::bad_function_call to be thrown and not handled, leading to a crash and loss of availability.",std::bad_function_call when using HostManager,2019-04-09T04:52:03Z,https://github.com/pytorch/glow/issues/2681
2694,pytorch/glow,Before commit 04eb321388f985da8bbf55917f982145fccbf49b,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"HostManager fails to call the expected optimize() step on Functions during IR optimization/graph lowering, leaving IR in an unoptimized/invalid state that can trigger a crash (availability loss) when compiling or running certain models.",HostManager not calling optimize on its Functions?,2019-04-09T21:57:54Z,https://github.com/pytorch/glow/issues/2694
2736,pytorch/glow,Before commit 13a8a6228599bd30c180a58f3ed1ea78c32b27db,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The CPU backend/runtime lowering for quantized Div does not guard against a zero divisor, allowing crafted inputs/models to trigger a divide-by-zero fault and crash during execution.",quantized div divides by zero on CPU,2019-04-17T16:51:03Z,https://github.com/pytorch/glow/issues/2736
